School ID,School Short Name,School Name,Street Address_x,City_x,State_x,ZIP,Website_x,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,Growth Overall Level,Growth EXPLORE,Growth PLAN,Growth ACT,Growth All Grades,Student Performance Level,Over Time EXPLORE 2010,Over Time PLAN 2011,Over Time ACT 2012,Average Score EXPLORE 2012,Average Score PLAN 2012,Average Score ACT 2012,5-Year Cohort Graduation Rate 2011 - Percent,5-Year Cohort Graduation Rate 2012 - Percent,One-Year Dropout Rate 2011 - Percent,One-Year Dropout Rate 2012 - Percent,Freshman On-Track to Graduate 2011 - Percent,Freshman On-Track to Graduate 2012 - Percent,College Eligibility 2011 - Percent,College Eligibility 2012 - Percent,College Enrollment 2011 - Percent,College Enrollment 2012 - Percent,College Retention 2009 - Percent,College Retention 2010 - Percent,Overall Foundation,Involved Families,Supportive Environment_x,Ambitious Instruction_x,Effective Leaders_x,Collaborative Teachers_x,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award_x,Blue Ribbon Award Year,X Coordinate_x,Y Coordinate_x,Longitude_x,Latitude_x,Location_x,Name of School,Street Address_y,City_y,State_y,ZIP Code,Phone Number,Website_y,Blue Ribbon Award_y,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment_y,Ambitious Instruction_y,Effective Leaders_y,Collaborative Teachers_y,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate_y,Y Coordinate_y,Longitude_y,Latitude_y,Location_y
609705,Fenger HS,Christian Fenger Academy High School,11220 S Wallace St,Chicago,IL,60628,http://www.fengerhighschool.org,Far South Side High School Network,Far South Side High School Network,Track E,Level 3,Yes,17,Below Average,47.7,53.6,,50.4,Far Below Average,12.36,13.23,14.1,12.38,14.02,14.1,34.8,45.1,19.7,16.5,68.2,71.9,11.3,8.6,36.7,49.3,42.9,49.4,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Neutral,27.8,21.6,4.3,4.4,74.4,77.9,95.4,95.1,Pending,,,1174272.711,1830372.91,-87.63760833,41.68993885,"(-87.63760833, 41.68993885)",Christian Fenger Academy High School,11220 S Wallace St,Chicago,IL,60628,(773) 535-5430,http://www.fenger.cps.k12.il.us,,LEVEL 3,ON PROBATION,18.0,MODERATELY ORGANIZED,76.3,95.7,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,2.0,5.0,4.0,8.0,6.0,12.6,13.6,12.2,14.0,14.3,82.6,71.9,46.1,47.1,51.1,45.1,38.3,45.2,44.0,50.0,123.2,93.5,20.7,21.6,4.5,4.4,80.3,77.9,94.6,95.1,,4.3,16.5,1174272.711,1830372.91,41.68993885,-87.63760833,"(-87.63760833, 41.68993885)"
609711,Harper HS,William Rainey Harper High School,6520 S Wood St,Chicago,IL,60636,http://www.harperhighschool.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 3,Yes,17,Far Below Average,45.6,40.2,,42.6,Far Below Average,12.75,13.76,14.6,12.23,13.81,14.6,37.0,43.1,14.5,12.1,64.2,71.2,5.9,9.8,40.3,38.5,46.7,41.4,Moderately Organized,Neutral,Not Enough Data,Not Enough Data,Neutral,Neutral,Not Enough Data,69.5,44.2,3.3,3.0,73.0,78.9,94.7,95.0,No,,,1165424.867,1861341.255,-87.66912563,41.77511222,"(-87.66912563, 41.77511222)",William Rainey Harper High School,6520 S Wood St,Chicago,IL,60636,(773) 535-9150,http://www.harper.cps.k12.il.us,,LEVEL 3,ON PROBATION,18.0,NOT YET ORGANIZED,55.2,66.7,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,STRONG,STRONG,NEUTRAL,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,41.0,50.0,5.0,7.0,6.0,10.0,6.0,13.0,14.1,12.5,13.8,14.1,75.7,71.2,50.0,43.6,49.5,43.1,42.5,38.8,46.4,44.1,59.2,99.5,35.4,44.2,2.8,3.0,78.4,78.9,93.7,95.0,,12.4,12.1,1165424.867,1861341.255,41.77511222,-87.66912563,"(-87.66912563, 41.77511222)"
609737,Von Steuben HS,Friedrich W Von Steuben Metropolitan Science HS,5039 N Kimball Ave,Chicago,IL,60625,http://www.vonsteuben.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Above Average,60.2,69.9,70.9,66.3,Average,16.0,16.84,20.2,15.76,17.33,20.2,88.2,88.2,0.8,1.1,76.8,77.3,34.6,38.6,78.5,80.1,84.3,77.3,Organized,Strong,Neutral,Strong,Weak,Neutral,Strong,74.2,71.4,3.3,2.4,87.0,89.6,95.6,95.4,No,,,1152840.522,1933431.315,-87.71334969,41.9731926,"(-87.71334969, 41.9731926)",Friedrich W von Steuben Metropolitan Science HS,5039 N Kimball Ave,Chicago,IL,60625,(773) 534-5100,http://www.vonsteuben.org/,,LEVEL 2,NOT ON PROBATION,,MODERATELY ORGANIZED,79.8,96.9,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,76.0,92.0,66.0,56.0,59.0,55.0,53.0,17.3,17.9,15.9,17.3,19.8,80.9,77.3,88.5,81.1,88.3,88.2,75.4,79.6,79.7,78.3,9.4,12.8,20.8,71.4,3.1,2.4,92.0,89.6,95.0,95.4,,1.0,1.1,1152840.522,1933431.315,41.9731926,-87.71334969,"(-87.71334969, 41.9731926)"
609762,Julian HS,Percy L Julian High School,10330 S Elizabeth St,Chicago,IL,60643,http://www.pljulianhs.net,Far South Side High School Network,Far South Side High School Network,Standard,Level 2,Yes,9,Above Average,61.5,56.3,62.4,60.1,Far Below Average,13.27,13.96,15.5,12.98,14.53,15.5,60.3,55.0,7.2,6.0,65.3,65.1,8.3,7.3,54.9,55.8,73.3,71.3,Partially Organized,Neutral,Weak,Neutral,Neutral,Neutral,Weak,18.6,28.5,4.3,4.0,74.6,75.9,94.2,93.7,No,,,1169808.363,1836139.004,-87.65378585,41.70585971,"(-87.65378585, 41.70585971)",Percy L Julian High School,10330 S Elizabeth St,Chicago,IL,60643,(773) 535-5170,http://www.pljulianhs.net/,,LEVEL 2,ON PROBATION,10.0,NOT YET ORGANIZED,70.4,64.9,WEAK,WEAK,WEAK,NEUTRAL,WEAK,WEAK,VERY WEAK,VERY WEAK,NEUTRAL,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,88.0,13.0,11.0,11.0,13.0,14.0,9.0,14.1,14.6,13.0,14.5,15.0,70.3,65.1,58.7,55.8,61.5,55.0,55.1,55.2,62.8,71.8,97.8,70.4,41.4,28.5,2.9,4.0,80.7,75.9,93.0,93.7,,2.0,6.0,1169808.363,1836139.004,41.70585971,-87.65378585,"(-87.65378585, 41.70585971)"
609718,Kennedy HS,John F Kennedy High School,6325 W 56th St,Chicago,IL,60638,http://www.kennedyhschicago.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 2,Yes,9,Above Average,69.1,67.9,61.7,66.4,Below Average,15.22,16.07,17.9,15.61,16.27,17.9,53.3,62.3,7.9,7.6,59.7,60.4,24.4,22.6,52.9,51.8,76.1,75.0,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Neutral,28.8,17.7,1.7,2.1,83.0,83.1,94.7,94.9,No,,,1135044.301,1866707.447,-87.78037224,41.79042796,"(-87.78037224, 41.79042796)",John F Kennedy High School,6325 W 56th St,Chicago,IL,60638,(773) 535-2325,http://www.kennedyhschicago.org/,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,55.9,83.8,WEAK,WEAK,WEAK,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,97.0,29.0,21.0,39.0,49.0,45.0,30.0,16.6,17.2,14.5,16.3,17.6,75.6,60.4,59.4,60.8,62.8,62.3,53.5,51.5,75.2,75.3,37.0,81.3,23.8,17.7,1.8,2.1,87.1,83.1,94.2,94.9,,10.6,7.6,1135044.301,1866707.447,41.79042796,-87.78037224,"(-87.78037224, 41.79042796)"
610380,"Williams, D",Daniel Hale Williams Prep School of Medicine,4934 S Wabash Ave,Chicago,IL,60615,http://www.dhwprepmed.org,South Side High School Network,South Side High School Network,Standard,Level 2,No,0,Above Average,61.5,68.1,57.4,62.7,Below Average,15.18,15.49,18.0,15.06,16.68,18.0,,81.7,1.1,1.0,90.1,86.3,32.7,18.8,,74.5,,,Moderately Organized,Neutral,Neutral,Strong,Weak,Neutral,Neutral,42.8,35.4,2.9,3.3,91.3,88.9,96.7,96.4,No,,,1177513.255,1872170.444,-87.62448408,41.80456384,"(-87.62448408, 41.80456384)",Daniel Hale Williams Prep School of Medicine,4934 S Wabash Ave,Chicago,IL,60615,(773) 535-1120,http://www.wpsm.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,75.7,83.3,WEAK,NEUTRAL,STRONG,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,88.0,8.0,5.0,35.0,39.0,31.0,34.0,16.1,16.2,15.2,16.7,18.2,80.8,86.3,85.2,89.3,90.7,81.7,69.0,76.4,76.1,,24.0,27.0,63.4,35.4,4.3,3.3,89.7,88.9,95.9,96.4,,1.4,1.0,1177513.255,1872170.444,41.80456384,-87.62448408,"(-87.62448408, 41.80456384)"
609694,Hancock HS,John Hancock College Preparatory High School,4034 W 56th St,Chicago,IL,60629,http://www.hancockhs.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 2,Yes,6,Above Average,65.2,56.8,62.8,61.9,Below Average,14.85,15.18,16.9,14.88,15.84,16.9,56.1,64.0,7.2,3.9,87.4,91.8,22.6,22.0,45.9,50.6,66.2,68.2,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,18.1,9.7,2.6,3.7,78.2,84.0,95.9,96.4,No,,,1150280.45,1867197.827,-87.72449161,41.79149114,"(-87.72449161, 41.79149114)",John Hancock College Preparatory High School,4034 W 56th St,Chicago,IL,60629,(773) 535-2410,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,MODERATELY ORGANIZED,59.1,70.5,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,88.0,29.0,34.0,26.0,35.0,31.0,19.0,15.6,16.0,14.3,15.8,16.5,91.2,91.8,77.4,72.4,77.1,64.0,47.7,49.2,63.8,71.3,9.9,12.2,12.1,9.7,3.4,3.7,88.4,84.0,95.3,96.4,,0.0,3.9,1150280.45,1867197.827,41.79149114,-87.72449161,"(-87.72449161, 41.79149114)"
609755,Young HS,Whitney M Young Magnet High School,211 S Laflin St,Chicago,IL,60607,http://www.wyoung.org,West Side High School Network,West Side High School Network,Standard,Level 1,No,0,Far Above Average,74.1,70.2,66.7,70.4,Far Above Average,21.05,22.99,27.0,21.19,23.4,27.0,93.9,91.2,1.3,0.4,96.7,97.0,89.0,91.6,88.3,86.9,91.2,90.4,Well-organized,Very Strong,Strong,Strong,Very Strong,Strong,Very Strong,75.0,43.8,4.4,2.5,94.6,95.5,94.9,95.1,No,Yes,2009.0,1166475.742,1899058.627,-87.66419634,41.87859028,"(-87.66419634, 41.87859028)",Whitney M Young Magnet High School,211 S Laflin St,Chicago,IL,60607,(773) 534-7500,http://www.wyoung.org,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,91.2,76.0,VERY STRONG,STRONG,STRONG,STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,99.0,,,,,92.0,99.0,99.0,,,,,97.0,99.0,99.0,,,,,,99.0,99.0,99.0,,,,,,99.0,99.0,56.0,88.0,13.0,50.0,99.0,98.0,99.0,99.0,21.8,23.5,21.2,23.4,27.3,97.9,97.0,90.7,92.1,94.6,91.2,86.6,86.2,91.6,92.7,2.8,4.0,60.4,43.8,3.4,2.5,93.7,95.5,94.8,95.1,89.4,0.3,0.4,1166475.742,1899058.627,41.87859028,-87.66419634,"(-87.66419634, 41.87859028)"
609746,Kenwood HS,Kenwood Academy High School,5015 S Blackstone Ave,Chicago,IL,60615,http://www.kenwoodacademy.org,South Side High School Network,South Side High School Network,Standard,Level 2,No,0,Average,68.0,44.1,62.4,58.5,Below Average,15.62,16.74,19.3,15.66,16.98,19.3,69.5,76.5,1.9,1.1,70.3,71.5,26.8,30.7,79.7,83.0,76.2,75.8,Partially Organized,Neutral,Neutral,Neutral,Very Weak,Very Weak,Strong,95.1,97.1,3.9,3.2,88.4,87.8,95.3,95.2,No,,,1186813.047,1871954.152,-87.59038395,41.80375479,"(-87.59038395, 41.80375479)",Kenwood Academy High School,5015 S Blackstone Ave,Chicago,IL,60615,(773) 535-1350,http://www.kenwoodacademy.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,77.5,71.2,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,37.0,,,,,34.0,48.0,15.0,,,,,30.0,13.0,95.0,,,,,,92.0,95.0,97.0,,,,,,95.0,92.0,55.0,88.0,29.0,34.0,47.0,50.0,55.0,39.0,16.8,17.8,15.2,17.0,18.7,83.5,71.5,77.3,73.3,80.0,76.5,75.3,81.9,77.1,76.9,52.8,25.8,63.4,97.1,2.5,3.2,89.0,87.8,94.6,95.2,67.3,2.5,1.1,1186813.047,1871954.152,41.80375479,-87.59038395,"(-87.59038395, 41.80375479)"
610513,Air Force HS,Air Force Academy High School,3630 S Wells St,Chicago,IL,60609,http://www.afahs.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 2,No,0,Far Above Average,74.3,82.9,54.7,70.6,Below Average,14.61,16.14,18.2,15.29,16.27,18.2,,,5.0,0.7,91.8,97.4,,,,,,,Organized,Neutral,Strong,Neutral,Neutral,Neutral,Neutral,13.1,11.6,3.0,3.2,93.3,82.9,96.9,97.2,Yes,,,1175177.622,1880745.126,-87.63279369,41.82814609,"(-87.63279369, 41.82814609)",Air Force Academy High School,3630 S Wells St,Chicago,IL,60609,(773) 535-1590,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,93.1,88.9,WEAK,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,99.0,87.0,73.0,46.0,51.0,52.0,34.0,16.8,17.6,15.0,16.3,18.1,95.6,97.4,67.5,,,,,,,,18.2,18.3,8.4,11.6,3.5,3.2,89.9,82.9,96.4,97.2,,1.3,0.7,1175177.622,1880745.126,41.82814609,-87.63279369,"(-87.63279369, 41.82814609)"
610402,Devry HS,DeVry University Advantage Academy HS,3300 N Campbell,Chicago,IL,60618,http://www.devry.cps.k12.il.us,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Not Enough Data,,,,,Average,,,21.0,,,21.0,,,0.5,0.5,,,40.6,72.5,63.3,83.0,79.4,83.6,Well-organized,Very Strong,Strong,Very Strong,Very Strong,Very Strong,Very Strong,,63.6,,2.1,96.7,97.6,94.5,97.0,No,,,1159059.411,1921900.745,-87.6907993,41.94142629,"(-87.6907993, 41.94142629)",DeVry University Advantage Academy HS,3300 N Campbell,Chicago,IL,60618,(773) 697-2216,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,85.5,90.0,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,73.0,75.0,,,75.0,,,,,22.0,,,,,,,73.1,83.0,69.7,84.3,2.1,3.5,30.8,63.6,1.3,2.1,96.6,97.6,96.1,97.0,,0.0,0.5,1159059.411,1921900.745,41.94142629,-87.6907993,"(-87.6907993, 41.94142629)"
610389,Orr HS,Orr Academy High School,730 N Pulaski Rd,Chicago,IL,60624,http://www.orracademy.org,AUSL Schools,West Side High School Network,Standard,Level 3,Yes,2,Below Average,,,44.8,44.8,Far Below Average,11.93,13.38,14.3,12.03,13.59,14.3,,,20.1,21.4,59.5,42.9,5.8,11.6,51.9,42.4,47.5,61.5,Partially Organized,Very Weak,Neutral,Strong,Very Weak,Weak,Neutral,66.7,52.2,2.5,4.3,66.3,58.0,95.0,94.3,No,,,1149548.53,1904711.708,-87.72620305,41.89444828,"(-87.72620305, 41.89444828)",Orr Academy High School,730 N Pulaski Rd,Chicago,IL,60624,(773) 534-6500,http://www.cps.edu,,LEVEL 3,ON PROBATION,3.0,NOT YET ORGANIZED,63.8,91.3,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,24.0,0.0,,4.0,3.0,7.0,5.0,12.3,13.3,12.0,13.6,14.0,44.8,42.9,34.2,37.9,41.9,,53.7,39.0,46.1,61.5,322.4,119.0,61.2,52.2,2.1,4.3,72.8,58.0,94.5,94.3,,24.4,21.4,1149548.53,1904711.708,41.89444828,-87.72620305,"(-87.72620305, 41.89444828)"
609680,Payton HS,Walter Payton College Preparatory High School,1034 N Wells St,Chicago,IL,60610,http://www.wpcp.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Far Above Average,75.0,68.8,,72.7,Far Above Average,21.41,23.35,27.8,21.95,23.74,27.8,96.9,90.9,1.9,1.9,90.7,92.3,96.4,93.1,82.4,84.6,96.1,97.1,Well-organized,Very Strong,Very Strong,Very Strong,Strong,Strong,Very Strong,23.5,34.3,3.8,4.1,93.4,93.9,96.1,96.2,No,Yes,2008.0,1174484.638,1907490.082,-87.63453744,41.90155157,"(-87.63453744, 41.90155157)",Walter Payton College Preparatory High School,1034 N Wells St,Chicago,IL,60610,(773) 534-0034,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,70.4,86.7,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,59.0,5.0,,99.0,99.0,99.0,99.0,22.2,24.1,21.8,23.7,29.3,97.6,92.3,90.7,90.6,91.3,90.9,87.4,83.9,95.3,98.6,1.4,1.5,44.4,34.3,3.4,4.1,92.2,93.9,95.7,96.2,,0.5,1.9,1174484.638,1907490.082,41.90155157,-87.63453744,"(-87.63453744, 41.90155157)"
609732,Steinmetz College Prep HS,Charles P Steinmetz College Preparatory HS,3030 N Mobile Ave,Chicago,IL,60634,http://www.steinmetzac.com,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,Yes,9,Below Average,37.2,59.1,60.5,51.8,Below Average,13.28,14.23,16.4,13.95,14.72,16.4,56.7,58.6,8.0,8.2,70.3,73.6,16.3,15.9,47.0,48.8,62.1,61.6,Moderately Organized,Neutral,Not Enough Data,Not Enough Data,Neutral,Neutral,Not Enough Data,57.8,36.5,3.0,3.0,79.2,82.2,96.2,95.7,Pending,,,1133838.348,1919613.694,-87.78355194,41.93563171,"(-87.78355194, 41.93563171)",Charles P Steinmetz College Preparatory HS,3030 N Mobile Ave,Chicago,IL,60634,(773) 534-3030,http://www.steinmetzac.com/,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,79.3,94.1,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,68.0,8.0,58.0,20.0,23.0,23.0,17.0,14.9,15.4,13.7,14.7,16.2,85.0,73.6,57.6,53.8,62.3,58.6,48.2,46.8,58.1,61.3,60.8,58.6,34.9,36.5,2.2,3.0,87.0,82.2,94.5,95.7,,0.5,8.2,1133838.348,1919613.694,41.93563171,-87.78355194,"(-87.78355194, 41.93563171)"
610543,Solorio HS,Eric Solorio Academy High School,5400 S St Louis Ave,Chicago,IL,60632,http://www.solorioacademy.cps.k12.il.us,AUSL Schools,Southwest Side High School Network,Standard,Not Enough Data,No,0,Not Enough Data,,,,,Not Enough Data,,,,14.19,16.54,,,,1.3,3.0,85.6,84.6,,,,,,,Well-organized,Strong,Strong,Strong,Strong,Very Strong,Neutral,86.2,59.0,1.8,1.5,92.2,92.2,,97.1,No,,,1153924.117,1868568.611,-87.71109447,41.79518118,"(-87.71109447, 41.79518118)",Eric Solorio Academy High School,5400 S St Louis Ave,Chicago,IL,60632,(773) 535-9070,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,89.4,84.8,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,99.0,20.0,,33.0,49.0,27.0,27.0,16.3,15.8,14.4,16.5,17.3,86.9,84.6,,,,,,,,,29.3,35.5,32.9,59.0,3.0,1.5,91.7,92.2,96.2,97.1,,0.6,3.0,1153924.117,1868568.611,41.79518118,-87.71109447,"(-87.71109447, 41.79518118)"
610323,Bowen HS,Bowen High School,2710 E 89th St,Chicago,IL,60617,http://www.bowenhs.org,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,5,Average,,,54.0,53.4,Far Below Average,12.37,13.24,14.2,12.1,13.16,14.2,67.2,56.9,4.1,0.2,62.1,70.0,16.7,13.3,52.4,53.8,57.8,61.2,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Weak,39.9,39.8,4.2,2.6,75.6,76.4,94.7,95.6,No,,,1195939.937,1846527.528,-87.55775263,41.73376107,"(-87.55775263, 41.73376107)",Bowen High School,2710 E 89th St,Chicago,IL,60617,(773) 535-7650,http://www.bowenhs.org,,LEVEL 2,ON PROBATION,6.0,NOT YET ORGANIZED,52.6,81.0,VERY WEAK,WEAK,NEUTRAL,WEAK,VERY WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,58.0,5.0,2.0,7.0,7.0,12.1,13.5,12.2,13.2,14.3,84.2,70.0,40.0,66.0,70.9,56.9,45.2,42.9,64.0,61.2,131.1,232.0,27.9,39.8,3.0,2.6,80.8,76.4,94.6,95.6,,0.6,0.2,1195939.937,1846527.528,41.73376107,-87.55775263,"(-87.55775263, 41.73376107)"
